DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","DELTA 2 4,5
CDD","DELTA 2 4,5
SPI","DELTA 2 8,5
CDD","DELTA 2 8,5
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","DELTA 2 RCP 4,5
Amenaz Tendencia Heladas_parr","DELTA 2 RCP 8,5
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","DELTA 2 RCP 4,5
Amenaza Tendencia Lluvias_parr","DELTA 2 RCP 8,5
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","DELTA 2 RCP 4,5
Tendencia OlasCalor_parr","DELTA 2 RCP 8,5
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza","DELTA 2 RCP 4,5
Indice multiamenaza","DELTA 2 RCP 8,5
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
NAPO,TENA,PUERTO_MISAHUALLI,150155,0.01,-0.15,0,-0.026666667,0,0.015757576,0,0,0,1.32,1.022571636,1.947295318,0.203180584,0.271762728,0.464579858,9.8517,567.4141,0.4028,14.18,1878,109,17.229,15,109,0.14,23.66,2,1878,4946.84,0,75.31,2,14.24,0,0.75,60.78,77.32,888,14.9,47.9,93.9,1,1,1,1,0,0,65.13,269,21.9668,12,39.49,1,7.09,56031.16,2,1,0,0,0,1,2,0
NAPO,TENA,PUERTO_NAPO,150156,0.012,-0.12,0,-0.011666667,0,0.030757576,0,0,0,1.29,1.141177054,2.095028132,0.192989559,0.271772696,0.452735744,7.6445,290.1677,0.4361,15.52,967,94,10.287,0,94,0,18.16,2,967,3338.53,0,523.68,2,8.65,0,0.93,55.92,71.21,871,12.7,40.2,89.8,0,0,0,1,1,0,48.8,182,0.677,20,35.42,1,0.05,54225.46,2,1,0,0,0,1,2,0
NAPO,TENA,TALAG,150157,0.016,-0.18,0,-0.058888889,0,-0.016464646,-0.000777778,-0.000777778,-0.000777778,0.44,1.042850413,1.252038015,0.184416854,0.226789682,0.421638002,2.0386,31.2196,0.2368,0.35,98,11,8.909,0,11,0,4.23,2,98,323.85,0,47.45,2.86,0,0,2.1,68.63,94,983,15.1,39.1,98.7,0,0,0,1,0,0,96.12,517,0.0212,0,54.68,1,0,34157.47,0,1,0,0,0,4,2,0.85
NAPO,TENA,SAN_JUAN_DE_MUYUNA,150158,0.005,-0.17,0,-0.035833333,0,0.006590909,0,0,0,1,1.100565456,1.618422753,0.258438963,0.226763654,0.451677157,4.0978,0,0.2995,3.43,0,0,13.035,0,0,0,9.46,2,0,625.93,0,11.7,2.89,0,0,1.01,47.98,59.41,762,16,44.12,79.3,0,0,0,1,0,0,94.76,131,0,0,4.6,1,1,0,0,1,0,0,0,0,0,0.78
NAPO,ARCHIDONA,ARCHIDONA,150350,0.025,-0.24,0,-0.119583333,0,-0.077159091,-0.076825,-0.076825,-0.076825,0.65,0.895363777,0.985025488,0.273803892,0.197985429,0.404326344,6.3241,463.5423,0.2178,2.3,1533,161,9.522,46,161,0.29,14.69,2.17,1533,2198.45,0,87.29,2.93,0,0,0.98,31.14,57.47,751,14.4,39.5,68.3,2,2,1,0.94,0,0,93.47,506,0.0734,0,88.53,2,0,152595.92,0,1,0,0,0,2,2,0.71
NAPO,ARCHIDONA,COTUNDO,150352,0.013,-0.17,0,-0.045833333,0,-0.003409091,-0.001205556,-0.001205556,-0.001205556,0.86,0.875606875,1.393321437,0.191366959,0.271734873,0.4973979,3.6177,2004.2097,0.3184,6.18,6662,498,13.378,40,498,0.08,7.89,2.17,6662,9430.93,0,836.52,2.73,0,0,0.33,65.53,86.63,891,18,55.6,96.2,2,2,1,1,0,0,84.29,822,1.5731,21,68.09,2,0.65,230103.8,0,1,0,0,600,7,2,0
NAPO,ARCHIDONA,SAN_PABLO_DE_USHPAYACU,150354,0.016,-0.14,0,-0.018333333,0,0.024090909,0,0,0,1.09,0.916366104,1.812263183,0.198405324,0.271743922,0.480023957,0.3577,82.1137,0.3758,8.44,247,23,10.739,0,23,0,0.01,2.33,247,1290.4,0,257.57,2.5,0,0,0.23,71.24,92.56,942,25.3,47.5,99.9,0,1,0,1,0,0,54,87,7.4381,17,27.61,1,1.79,146460.77,0,1,0,0,0,0,2,0
NAPO,ARCHIDONA,HATUN_SUMAKU,150356,0.012,-0.12,0,-0.003333333,0,0.039090909,0,0,0,0.98,0.821870885,1.558188214,0.206091412,0.271722985,0.528847443,0.2876,0.804,0.3398,7.6,0,0,13.035,0,0,0,0,2,0,2978.73,0,161.86,2.29,0,0,1.01,47.98,59.41,762,16,44.12,79.3,0,0,0,1,0,0,66.48,317,8.04,19,22.17,1,1,0,0,1,0,0,0,0,0,0
NAPO,EL_CHACO,EL_CHACO,150450,0.01,-0.12,0,-0.004027778,0,0.038396465,0,0,0,1.03,0.706921051,1.467695022,0.20819752,0.271707788,0.564162122,0.651,757.5177,0.3403,27.05,2494,138,18.072,138,138,1,0,2,2494,1907.06,300,43.81,2.09,0,0,2.14,21.69,27.98,650,12.5,38.8,43.7,9,6,1.5,0.94,0,0,69.46,44,2.3043,21,3.82,1,2.87,780018.39,2,1,60,0,1530,3,2,0
NAPO,EL_CHACO,GONZALO_DIAZ_DE_PINEDA_(EL_BOMBON),150451,0.009,-0.13,0,-0.004722222,0,0.03770202,0,0,0,1.09,0.591971217,1.37720183,0.210303627,0.271692591,0.599476801,1.0058,1207.4907,0.3409,1.71,4022,218,18.45,39,218,0.18,1.37,2,4022,3316.88,700,1089.98,2.47,0,0,0.67,54.8,52.57,662,21.9,49.4,84.6,1,1,1,1,0,0,97.07,1203,8.9066,0,18.96,2,0.25,218923.89,0,1,0,0,2000,3,2,0
NAPO,EL_CHACO,LINARES,150452,0.005,-0.13,0,-0.010833333,0,0.031590909,0,0,0,0.95,0.678187802,1.219145618,0.202505584,0.358739489,0.672708122,0.4707,498.3319,0.3504,6.42,1661,73,22.753,20,73,0.27,0,1.5,1661,1388.11,200,123.32,2.13,0,0,0.88,73.74,65.98,817,17,50,80.8,0,1,0,1,0,0,90.4,107,0.3193,21,0,1,0.32,115082.22,0,1,0,0,0,0,2,0
NAPO,EL_CHACO,OYACACHI,150453,0.023,-0.21,0,-0.083833333,0,-0.041409091,0,0,0,0.7,0.673485809,0.802965037,0.189165669,0.272765668,0.5986539,9.4347,365.6567,0.2695,0.85,1211,165,7.339,256,256,1,22.34,2,1211,727.94,400,146.7,2.8,0,0,0,57.61,80.35,732,23.9,51.6,66.4,13,2,6.5,1,0,0,98.45,427,23.5668,0,0,1,1.58,266715.57,0,1,0,0,1120,7,2,0.16
NAPO,EL_CHACO,SANTA_ROSA,150454,0,-0.16,0.001153846,-0.039583333,0.001153846,0.002840909,0,0,0,0.92,0.60176382,1.033681413,0.202880946,0.293586431,0.607142612,0.5622,1752.683,0.2512,19.69,5842,282,20.716,89,282,0.32,0,2,5842,6044.79,0,462.14,2.13,0,0,1.17,58.58,41.73,860,17.1,38.8,75.4,0,3,0,1,1,0,72.79,176,0.8303,0,24.48,1,0.73,543725.01,2,1,0,0,600,1,2,0
NAPO,EL_CHACO,SARDINAS,150455,0.009,-0.17,0,-0.053333333,0,-0.010909091,0,0,0,0.82,0.74713086,1.029125431,0.217144492,0.285732464,0.574658115,0.6283,387.9,0.2809,37.46,1293,86,15.035,13,86,0.15,0,2,1293,4193.04,0,15.3,2.67,0,0,1.05,43.95,37.28,647,16.2,38.1,70.9,1,1,1,1,1,0,72.36,52,0,23,10.5,1,0,176234.92,2,1,0,0,1960,3,2,0.2
NAPO,QUIJOS,BAEZA,150750,0.018,-0.19,0,-0.068333333,0,-0.025909091,0,0,0,0.86,0.826725342,1.078097803,0.279448549,0.273272871,0.549845147,2.6504,733.2483,0.2936,12.31,2442,143,17.077,95,143,0.66,5.11,2,2442,2145.03,0,300.54,2.82,0,0,0.31,19.23,21.97,615,11.6,39.2,28.5,3,3,1,0.94,1,0,82.44,69,6.4825,23,19.5,2,1.9,228315.45,2,1,0,0,5950,1,2,0
NAPO,QUIJOS,COSANGA,150751,0.015,-0.2,0,-0.073333333,0,-0.030909091,0,0,0,0.82,0.837236591,1.155047382,0.183751696,0.286223515,0.532213892,6.4246,526.4491,0.3082,6.35,1754,118,14.864,20,118,0.17,14.86,2,1754,2526.5,0,232.43,2.93,0,0,0.69,48.26,32.97,619,18.1,45.5,90.3,3,1,3,0.61,0,0,91.56,197,2.4914,23,23.49,3,0.24,148693.46,0,1,0,0,5100,4,2,0
NAPO,QUIJOS,CUYUJA,150752,0.037,-0.26,0,-0.122083333,0,-0.079659091,0,0,0,0.7,0.762279311,0.849602405,0.179864018,0.272784181,0.555611129,23.0077,753.3882,0.2948,7.87,2511,142,17.683,35,142,0.25,56.08,2.17,2511,2481.73,0,71.84,3.13,0,0,1.59,50.17,50.9,646,14.4,49,82.5,1,1,1,1,0,0,89.24,129,0.8817,23,46.67,2,0.31,187942.78,0,1,0,0,6400,2,2,0.16
NAPO,QUIJOS,PAPALLACTA,150753,0.005,-0.26,0.048689103,-0.133333333,0.069020105,-0.090909091,0.00035,0.00035,0.00035,0.63,0.740608278,0.691385377,0.197616191,0.22778504,0.552576493,27.6827,349.2295,0.5105,4.05,1164,82,14.195,12,82,0.15,67.81,2.5,1164,1280.86,0,88.18,3.47,0,0,0.61,15.58,42.88,451,11.1,38.3,71.6,2,1,2,1,0,0,93.13,185,0.2948,23,47.16,4,0.13,87451.74,0,1,0,0,2650,6,2,0.16
NAPO,QUIJOS,SAN_FRANCISCO_DE_BORJA_(VIRGILIO_DAVILA),150754,0.016,-0.15,0,-0.028333333,0,0.014090909,0,0,0,0.88,0.810081369,1.285480431,0.317654103,0.353784678,0.633158922,0.6379,813.3,0.3398,36.97,2711,134,20.231,62,134,0.46,0,2,2711,5062.31,0,142.26,2.35,0,0,1.81,28.16,28.37,628,12.5,43.2,62.6,3,2,1.5,1,0,0,67.77,61,0,19,16.85,3,1.15,377979.73,2,1,45,0,9000,1,2,0
NAPO,QUIJOS,SUMACO,150756,0.013,-0.11,0,-0.008333333,0,0.034090909,0,0,0,0.92,0.787080958,1.285752137,0.332615033,0.280818757,0.574170086,0.4878,346.5293,0.2959,1.11,1155,70,16.5,27,70,0.39,0,2,1155,273.73,700,24.18,2.44,0,0,3.37,30.43,56.95,560,20.8,50,100,0,0,0,1,0,0,98.37,133,0.2926,19,0,2,1.86,7240.69,0,1,0,0,0,1,2,0
NAPO,CARLOS_JULIO_AROSEMENA_TOLA,CARLOS_JULIO_AROSEMENA_TOLA,150950,0.014,-0.12,0,-0.011333333,0,0.031090909,0,0,0,0.74,1.191364816,1.725700265,0.273784853,0.226806828,0.424421968,7.5526,783.0177,0.3097,7.26,2610,215,12.14,38,215,0.18,17.87,2,2610,3644.21,0,260.41,2.06,0.14,0,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,0,0,77.16,269,0.1769,0,35.75,2,0,138614.96,0,1,0,0,0,1,2,0
SANTA_ELENA,SANTA_ELENA,SANTA_ELENA,240150,0.976,-0.15,1.137980769,-0.191333333,1.213857692,-0.2025,0,0,0,0.02,0.437461138,0.371395209,0.515570945,0.682611886,1.098310534,0.2084,847.9198,0.492,0.03,2078,216,9.62,750,750,1,0,2.5,2078,14.22,2000,0,0,29.41,0,0.54,10.43,26.3,634,10.3,39.5,72.3,3,7,0.43,0.98,0,10.02,78.67,298,0,6,119.18,2,27.83,18909.16,0,1,300,0,0,4,2,0.06
SANTA_ELENA,SANTA_ELENA,ATAHUALPA,240151,1.619,-0.07,1.770619231,-0.092333333,1.846496154,-0.1035,0,0,0,0.01,0.335290072,0.279364283,0.525246146,0.767557235,1.143761233,0,51.2194,0.413,0,105,22,4.773,15,22,0.68,0,2.33,105,0,0,0,0,50.1,0,0.65,5.59,26.38,619,7.1,40,73.4,0,1,0,1,0,46.89,93.06,42,0,3,20.68,2,29.24,673.16,0,1,0,0,0,0,2,0.05
SANTA_ELENA,SANTA_ELENA,COLONCHE,240152,0.258,-0.19,0.404425321,-0.202333333,0.480302244,-0.2135,0,0,0,0.16,0.568365889,0.462514415,0.51770274,0.682639244,1.066345097,0.2554,2118.2176,0.4958,0.66,5185,915,5.667,144,915,0.16,0,2.5,5185,760.75,4300,60.93,0,21.93,0,0.07,46.03,35.81,709,19.5,46,98.9,1,4,0.25,1,0,0,80.68,536,17.5848,9,240.42,2,33.59,49156.28,0,1,0,0,0,10,2,0.11
SANTA_ELENA,SANTA_ELENA,CHANDUY,240153,0.37,-0.22,0.526450427,-0.230666667,0.60232735,-0.241833333,0,0,0,0.02,0.432635627,0.410409611,0.512460808,0.682631633,1.047950726,0.221,591.2,0.451,0.13,1478,193,7.658,222,222,1,0,2.5,1478,99.66,1300,327.81,0,41.2,0,0.18,43.3,29.84,729,14,49.9,99.6,2,4,0.5,1,0,18.19,82.82,433,6.1895,6,190.74,2,14.72,24156.8,0,1,0,0,0,18,2,0.11
SANTA_ELENA,SANTA_ELENA,MANGLARALTO,240154,0.088,-0.13,0.231523077,-0.147333333,0.3074,-0.1585,0,0,0,0.29,0.639587239,0.485252669,0.512659313,0.682614409,1.097084009,0.6299,1034.0369,0.4925,5.24,2563,309,8.294,142,309,0.46,0,2.5,2563,2229.39,0,155.43,0,11.75,0,0.21,26.77,26.37,658,17.1,47.4,99.4,1,4,0.25,1,0,0,82.1,157,15.6754,12,157.54,2,1.49,26936.15,0,1,0,0,0,2,2,0.24
SANTA_ELENA,SANTA_ELENA,SIMON_BOLIVAR_(JULIO_MORENO),240155,0,-0.27,0,-0.290333333,0.027023077,-0.3015,0,0,0,0.07,0.570613979,0.590187388,0.499797228,0.682701115,1.001854912,0.229,898.8,0.6,0.26,2247,195,11.523,42,195,0.22,0,2.5,2247,149.53,2000,926.53,0,17.2,0,0.34,67.6,26.47,630,20.8,47.1,100,0,2,0,1,1,0.18,80.39,174,9.837,6,20.36,2,2.58,7596.66,0,1,0,0,0,3,2,0.04
SANTA_ELENA,SANTA_ELENA,SAN_JOSE_DE_ANCON,240156,0.818,-0.27,0.970007692,-0.181333333,1.045884615,-0.1925,0,0,0,0.05,0.43224624,0.416895604,0.520900759,0.725120126,1.08303905,0.0057,8.8369,0.5,0.07,0,0,0,0,0,0,0,3,0,4.93,0,0,0,33.09,0,0.61,6.31,21.25,628,8,40.7,67.4,0,0,0,1,0,1.98,90.73,29,0,1,35.08,2,0.43,1479.51,0,1,0,0,0,1,2,0.17
SANTA_ELENA,LA_LIBERTAD,LA_LIBERTAD,240250,0.818,-0.27,0.970007692,-0.181333333,1.045884615,-0.1925,0,0,0,0.05,0.43224624,0.416895604,0.520900759,0.725120126,1.08303905,0,18.8738,0.5,0,3,2,1.5,0,2,0,0,3,3,0,0,0,0,62.95,0,0.66,6.37,26.88,632,12.9,37.5,71.8,0,0,0,0.98,0,0,33.29,8,0,1,10.56,1,0.65,2848.94,0,1,0,0,0,1,2,0.15
SANTA_ELENA,SALINAS,SALINAS,240350,0.818,-0.27,0.970007692,-0.181333333,1.045884615,-0.1925,0,0,0,0.05,0.43224624,0.416895604,0.520900759,0.725120126,1.08303905,0,26.5106,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,91.86,0,0.76,16.64,28.12,564,11.3,43.3,40.7,0,0,0,0.98,1,0,14.1,22,0,0,26.32,2,1.41,671.4,0,1,0,0,0,2,2,1.91
SANTA_ELENA,SALINAS,ANCONCITO,240351,0.818,-0.27,0.970007692,-0.181333333,1.045884615,-0.1925,0,0,0,0.05,0.43224624,0.416895604,0.520900759,0.725120126,1.08303905,0,35.3475,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34.38,0,0.38,51.23,38.67,734,17.5,40.3,76.8,0,0,0,0.82,0,0,46.4,7,0,1,5.15,1,0.17,702.43,0,1,0,0,0,0,2,0.37
SANTA_ELENA,SALINAS,JOSE_LUIS_TAMAYO_(MUEY),240352,1.835,-0.05,1.988869231,-0.072333333,2.064746154,-0.0835,0,0,0,0.02,0.293878501,0.243603821,0.54200429,0.767539137,1.164223189,0,44.1844,0.4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65.45,0,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,0,0,49.11,17,0,0,8.68,1,7.55,285.84,0,1,0,0,0,2,2,0.12
IMBABURA,MINIMO,MINIMO,100655,0.014,-0.3,0,-0.24,0,-0.201,0,0,0,0.96,0.64775441,0.610257991,0.171570542,0.227990877,0.657672401,28.3805,231.3,0.3175,0,0,0,0,0,67,0,69.83,1.5,0,0,0,0.9,1.06,0,0,0.49,62.56,53.89,784,24.1,45.1,65.9,0,0,0,1,0,0,0,31,0,19,16.83,0,0,355128.95,0,0,0,0,0,2,2,0
IMBABURA,MAXIMO,MAXIMO,100655,0.014,-0.3,0,-0.24,0,-0.201,0,0,0,0.96,0.64775441,0.610257991,0.171570542,0.227990877,0.657672401,28.3805,231.3,0.3175,100,0,0,195,0,67,0,69.83,1.5,0,0,0,0.9,1.06,0,1,0.49,62.56,53.89,784,24.1,45.1,65.9,0,0,0,1,1,100,100,31,100,19,16.83,4,0,355128.95,4,1,0,0,0,2,2,0
GUAYAS,MINIMO,MINIMO,92850,0,-0.355,0,-0.373,0,-0.387,0,0,0,0.56,0.776516318,0.709876084,0.492742266,0.597747906,0.946736793,0.2499,2970.4,0.2399,0,0,0,0,139,622,0.22,0,2.5,0,0,0,554.44,0,18.84,0,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,0,0,0,184,0,4,113.08,0,3.06,3149.7,0,0,237,0,0,2,5,0.26
GUAYAS,MAXIMO,MAXIMO,92850,0,-0.355,0,-0.373,0,-0.387,0,0,0,0.56,0.776516318,0.709876084,0.492742266,0.597747906,0.946736793,0.2499,2970.4,0.2399,100,0,0,195,139,622,0.22,0,2.5,0,0,0,554.44,0,18.84,1,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,1,100,100,184,100,4,113.08,4,3.06,3149.7,4,1,237,0,0,2,5,0.26
LOJA,MINIMO,MINIMO,111651,0.0225365,-0.482,0,-0.6631,0,-0.6556667,0,0,0,0.4067649,0.7390139,0.471104,0.375163206,0.5407891,0.8306998,0.2998616,278.8,0.7352312,0,0,0,0,0,55,0,0,2,0,0,0,66.172026,1,0,0,0.5555556,76.47,57.31,976.3,25.8,30.8,96.4,0,0,0,1,0,0,0,20.3042987,0,25,9.0039032,0,0,12403.60108,0,0,0,0,0,0,4,0.06
LOJA,MAXIMO,MAXIMO,111651,0.0225365,-0.482,0,-0.6631,0,-0.6556667,0,0,0,0.4067649,0.7390139,0.471104,0.375163206,0.5407891,0.8306998,0.2998616,278.8,0.7352312,100,0,0,195,0,55,0,0,2,0,0,0,66.172026,1,0,1,0.5555556,76.47,57.31,976.3,25.8,30.8,96.4,0,0,0,1,1,100,100,20.3042987,100,25,9.0039032,4,0,12403.60108,4,1,0,0,0,0,4,0.06
MANABI,MINIMO,MINIMO,132251,0,-0.56,0,-0.571,0,-0.588,0,0,0,0.93,1.479272025,0.813680465,0.474275174,0.682648565,1.112517591,5.4735,2831.6,0.4609,0,0,0,0,92,182,0.51,12.91,2.5,0,0,0,1253.31,0,11.51,0,0.57,52.97,58.86,694,30.3,41.5,99.9,1,2,0.5,0.46,0,0,0,183,0,11,194.86,0,2.98,258028.78,0,0,0,0,0,1,5,0
MANABI,MAXIMO,MAXIMO,132251,0,-0.56,0,-0.571,0,-0.588,0,0,0,0.93,1.479272025,0.813680465,0.474275174,0.682648565,1.112517591,5.4735,2831.6,0.4609,100,0,0,195,92,182,0.51,12.91,2.5,0,0,0,1253.31,0,11.51,1,0.57,52.97,58.86,694,30.3,41.5,99.9,1,2,0.5,0.46,1,100,100,183,100,11,194.86,4,2.98,258028.78,4,1,0,0,0,1,5,0
MORONA_SANTIAGO,MINIMO,MINIMO,141251,0.044,0.15,0,0.191566667,0,0.178575,0,0,0,1.16,0.384171756,0.77273487,0.187666403,0.407048224,0.598621286,24.5126,579.3999,0.2915,0,0,0,0,14,60,0.23,60.59,2.5,0,0,0,1503.66,1.6,57.09,0,0.74,54.32,85.32,1054,17.5,32.6,100,1,1,1,1,0,0,0,373,0,12,42.15,0,0,92684.62,0,0,0,0,0,0,2,3.43
MORONA_SANTIAGO,MAXIMO,MAXIMO,141251,0.044,0.15,0,0.191566667,0,0.178575,0,0,0,1.16,0.384171756,0.77273487,0.187666403,0.407048224,0.598621286,24.5126,579.3999,0.2915,100,0,0,195,14,60,0.23,60.59,2.5,0,0,0,1503.66,1.6,57.09,1,0.74,54.32,85.32,1054,17.5,32.6,100,1,1,1,1,1,100,100,373,100,12,42.15,4,0,92684.62,4,1,0,0,0,0,2,3.43
NAPO,MINIMO,MINIMO,150950,0.014,-0.12,0,-0.011333333,0,0.031090909,0,0,0,0.74,1.191364816,1.725700265,0.273784853,0.226806828,0.424421968,7.5526,783.0177,0.3097,0,0,0,0,38,215,0.18,17.87,2,0,0,0,260.41,2.06,0.14,0,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,0,0,0,269,0,0,35.75,0,0,138614.96,0,0,0,0,0,1,2,0
NAPO,MAXIMO,MAXIMO,150950,0.014,-0.12,0,-0.011333333,0,0.031090909,0,0,0,0.74,1.191364816,1.725700265,0.273784853,0.226806828,0.424421968,7.5526,783.0177,0.3097,100,0,0,195,38,215,0.18,17.87,2,0,0,0,260.41,2.06,0.14,1,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,1,100,100,269,100,0,35.75,4,0,138614.96,4,1,0,0,0,1,2,0
SANTA_ELENA,MINIMO,MINIMO,240352,1.835,-0.05,1.988869231,-0.072333333,2.064746154,-0.0835,0,0,0,0.02,0.293878501,0.243603821,0.54200429,0.767539137,1.164223189,0,44.1844,0.4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65.45,0,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,0,0,0,17,0,0,8.68,0,7.55,285.84,0,0,0,0,0,2,2,0.12
SANTA_ELENA,MAXIMO,MAXIMO,240352,1.835,-0.05,1.988869231,-0.072333333,2.064746154,-0.0835,0,0,0,0.02,0.293878501,0.243603821,0.54200429,0.767539137,1.164223189,0,44.1844,0.4,100,0,0,195,0,0,0,0,3,0,0,0,0,0,65.45,1,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,1,100,100,17,100,0,8.68,4,7.55,285.84,4,1,0,0,0,2,2,0.12
