DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
NAPO,EL_CHACO,SARDINAS,150455,0,-0.053333333,0,0.74713086,0.285732464,387.9,37.46,1293,86,15.035,13,86,0.15,0,2,1293,4193.04,0,15.3,2.67,0,0,1.05,43.95,37.28,647,16.2,38.1,70.9,1,1,1,1,1,0,72.36,52,0,23,10.5,1,0,176234.92,2,1,0,0,1960,3,2,0.2
NAPO,QUIJOS,BAEZA,150750,0,-0.068333333,0,0.826725342,0.273272871,733.2483,12.31,2442,143,17.077,95,143,0.66,5.11,2,2442,2145.03,0,300.54,2.82,0,0,0.31,19.23,21.97,615,11.6,39.2,28.5,3,3,1,0.94,1,0,82.44,69,6.4825,23,19.5,2,1.9,228315.45,2,1,0,0,5950,1,2,0
NAPO,QUIJOS,COSANGA,150751,0,-0.073333333,0,0.837236591,0.286223515,526.4491,6.35,1754,118,14.864,20,118,0.17,14.86,2,1754,2526.5,0,232.43,2.93,0,0,0.69,48.26,32.97,619,18.1,45.5,90.3,3,1,3,0.61,0,0,91.56,197,2.4914,23,23.49,3,0.24,148693.46,0,1,0,0,5100,4,2,0
NAPO,QUIJOS,CUYUJA,150752,0,-0.122083333,0,0.762279311,0.272784181,753.3882,7.87,2511,142,17.683,35,142,0.25,56.08,2.17,2511,2481.73,0,71.84,3.13,0,0,1.59,50.17,50.9,646,14.4,49,82.5,1,1,1,1,0,0,89.24,129,0.8817,23,46.67,2,0.31,187942.78,0,1,0,0,6400,2,2,0.16
NAPO,QUIJOS,PAPALLACTA,150753,0.048689103,-0.133333333,0.00035,0.740608278,0.22778504,349.2295,4.05,1164,82,14.195,12,82,0.15,67.81,2.5,1164,1280.86,0,88.18,3.47,0,0,0.61,15.58,42.88,451,11.1,38.3,71.6,2,1,2,1,0,0,93.13,185,0.2948,23,47.16,4,0.13,87451.74,0,1,0,0,2650,6,2,0.16
NAPO,QUIJOS,SAN_FRANCISCO_DE_BORJA_(VIRGILIO_DAVILA),150754,0,-0.028333333,0,0.810081369,0.353784678,813.3,36.97,2711,134,20.231,62,134,0.46,0,2,2711,5062.31,0,142.26,2.35,0,0,1.81,28.16,28.37,628,12.5,43.2,62.6,3,2,1.5,1,0,0,67.77,61,0,19,16.85,3,1.15,377979.73,2,1,45,0,9000,1,2,0
NAPO,QUIJOS,SUMACO,150756,0,-0.008333333,0,0.787080958,0.280818757,346.5293,1.11,1155,70,16.5,27,70,0.39,0,2,1155,273.73,700,24.18,2.44,0,0,3.37,30.43,56.95,560,20.8,50,100,0,0,0,1,0,0,98.37,133,0.2926,19,0,2,1.86,7240.69,0,1,0,0,0,1,2,0
NAPO,CARLOS_JULIO_AROSEMENA_TOLA,CARLOS_JULIO_AROSEMENA_TOLA,150950,0,-0.011333333,0,1.191364816,0.226806828,783.0177,7.26,2610,215,12.14,38,215,0.18,17.87,2,2610,3644.21,0,260.41,2.06,0.14,0,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,0,0,77.16,269,0.1769,0,35.75,2,0,138614.96,0,1,0,0,0,1,2,0
SANTA_ELENA,SANTA_ELENA,SANTA_ELENA,240150,1.137980769,-0.191333333,0,0.437461138,0.682611886,847.9198,0.03,2078,216,9.62,750,750,1,0,2.5,2078,14.22,2000,0,0,29.41,0,0.54,10.43,26.3,634,10.3,39.5,72.3,3,7,0.43,0.98,0,10.02,78.67,298,0,6,119.18,2,27.83,18909.16,0,1,300,0,0,4,2,0.06
SANTA_ELENA,SANTA_ELENA,ATAHUALPA,240151,1.770619231,-0.092333333,0,0.335290072,0.767557235,51.2194,0,105,22,4.773,15,22,0.68,0,2.33,105,0,0,0,0,50.1,0,0.65,5.59,26.38,619,7.1,40,73.4,0,1,0,1,0,46.89,93.06,42,0,3,20.68,2,29.24,673.16,0,1,0,0,0,0,2,0.05
SANTA_ELENA,SANTA_ELENA,COLONCHE,240152,0.404425321,-0.202333333,0,0.568365889,0.682639244,2118.2176,0.66,5185,915,5.667,144,915,0.16,0,2.5,5185,760.75,4300,60.93,0,21.93,0,0.07,46.03,35.81,709,19.5,46,98.9,1,4,0.25,1,0,0,80.68,536,17.5848,9,240.42,2,33.59,49156.28,0,1,0,0,0,10,2,0.11
SANTA_ELENA,SANTA_ELENA,CHANDUY,240153,0.526450427,-0.230666667,0,0.432635627,0.682631633,591.2,0.13,1478,193,7.658,222,222,1,0,2.5,1478,99.66,1300,327.81,0,41.2,0,0.18,43.3,29.84,729,14,49.9,99.6,2,4,0.5,1,0,18.19,82.82,433,6.1895,6,190.74,2,14.72,24156.8,0,1,0,0,0,18,2,0.11
SANTA_ELENA,SANTA_ELENA,MANGLARALTO,240154,0.231523077,-0.147333333,0,0.639587239,0.682614409,1034.0369,5.24,2563,309,8.294,142,309,0.46,0,2.5,2563,2229.39,0,155.43,0,11.75,0,0.21,26.77,26.37,658,17.1,47.4,99.4,1,4,0.25,1,0,0,82.1,157,15.6754,12,157.54,2,1.49,26936.15,0,1,0,0,0,2,2,0.24
SANTA_ELENA,SANTA_ELENA,SIMON_BOLIVAR_(JULIO_MORENO),240155,0,-0.290333333,0,0.570613979,0.682701115,898.8,0.26,2247,195,11.523,42,195,0.22,0,2.5,2247,149.53,2000,926.53,0,17.2,0,0.34,67.6,26.47,630,20.8,47.1,100,0,2,0,1,1,0.18,80.39,174,9.837,6,20.36,2,2.58,7596.66,0,1,0,0,0,3,2,0.04
SANTA_ELENA,SANTA_ELENA,SAN_JOSE_DE_ANCON,240156,0.970007692,-0.181333333,0,0.43224624,0.725120126,8.8369,0.07,0,0,0,0,0,0,0,3,0,4.93,0,0,0,33.09,0,0.61,6.31,21.25,628,8,40.7,67.4,0,0,0,1,0,1.98,90.73,29,0,1,35.08,2,0.43,1479.51,0,1,0,0,0,1,2,0.17
SANTA_ELENA,LA_LIBERTAD,LA_LIBERTAD,240250,0.970007692,-0.181333333,0,0.43224624,0.725120126,18.8738,0,3,2,1.5,0,2,0,0,3,3,0,0,0,0,62.95,0,0.66,6.37,26.88,632,12.9,37.5,71.8,0,0,0,0.98,0,0,33.29,8,0,1,10.56,1,0.65,2848.94,0,1,0,0,0,1,2,0.15
SANTA_ELENA,SALINAS,SALINAS,240350,0.970007692,-0.181333333,0,0.43224624,0.725120126,26.5106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,91.86,0,0.76,16.64,28.12,564,11.3,43.3,40.7,0,0,0,0.98,1,0,14.1,22,0,0,26.32,2,1.41,671.4,0,1,0,0,0,2,2,1.91
SANTA_ELENA,SALINAS,ANCONCITO,240351,0.970007692,-0.181333333,0,0.43224624,0.725120126,35.3475,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34.38,0,0.38,51.23,38.67,734,17.5,40.3,76.8,0,0,0,0.82,0,0,46.4,7,0,1,5.15,1,0.17,702.43,0,1,0,0,0,0,2,0.37
SANTA_ELENA,SALINAS,JOSE_LUIS_TAMAYO_(MUEY),240352,1.988869231,-0.072333333,0,0.293878501,0.767539137,44.1844,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65.45,0,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,0,0,49.11,17,0,0,8.68,1,7.55,285.84,0,1,0,0,0,2,2,0.12
IMBABURA,MINIMO,MINIMO,100655,0,-0.24,0,0.64775441,0.227990877,231.3,0,0,0,0,0,67,0,69.83,1.5,0,0,0,0.9,1.06,0,0,0.49,62.56,53.89,784,24.1,45.1,65.9,0,0,0,1,0,0,0,31,0,19,16.83,0,0,355128.95,0,0,0,0,0,2,2,0
IMBABURA,MAXIMO,MAXIMO,100655,0,-0.24,0,0.64775441,0.227990877,231.3,100,0,0,195,0,67,0,69.83,1.5,0,0,0,0.9,1.06,0,1,0.49,62.56,53.89,784,24.1,45.1,65.9,0,0,0,1,1,100,100,31,100,19,16.83,4,0,355128.95,4,1,0,0,0,2,2,0
GUAYAS,MINIMO,MINIMO,92850,0,-0.373,0,0.776516318,0.597747906,2970.4,0,0,0,0,139,622,0.22,0,2.5,0,0,0,554.44,0,18.84,0,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,0,0,0,184,0,4,113.08,0,3.06,3149.7,0,0,237,0,0,2,5,0.26
GUAYAS,MAXIMO,MAXIMO,92850,0,-0.373,0,0.776516318,0.597747906,2970.4,100,0,0,195,139,622,0.22,0,2.5,0,0,0,554.44,0,18.84,1,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,1,100,100,184,100,4,113.08,4,3.06,3149.7,4,1,237,0,0,2,5,0.26
LOJA,MINIMO,MINIMO,111651,0,-0.6631,0,0.7390139,0.5407891,278.8,0,0,0,0,0,55,0,0,2,0,0,0,66.172026,1,0,0,0.5555556,76.47,57.31,976.3,25.8,30.8,96.4,0,0,0,1,0,0,0,20.3042987,0,25,9.0039032,0,0,12403.60108,0,0,0,0,0,0,4,0.06
LOJA,MAXIMO,MAXIMO,111651,0,-0.6631,0,0.7390139,0.5407891,278.8,100,0,0,195,0,55,0,0,2,0,0,0,66.172026,1,0,1,0.5555556,76.47,57.31,976.3,25.8,30.8,96.4,0,0,0,1,1,100,100,20.3042987,100,25,9.0039032,4,0,12403.60108,4,1,0,0,0,0,4,0.06
MANABI,MINIMO,MINIMO,132251,0,-0.571,0,1.479272025,0.682648565,2831.6,0,0,0,0,92,182,0.51,12.91,2.5,0,0,0,1253.31,0,11.51,0,0.57,52.97,58.86,694,30.3,41.5,99.9,1,2,0.5,0.46,0,0,0,183,0,11,194.86,0,2.98,258028.78,0,0,0,0,0,1,5,0
MANABI,MAXIMO,MAXIMO,132251,0,-0.571,0,1.479272025,0.682648565,2831.6,100,0,0,195,92,182,0.51,12.91,2.5,0,0,0,1253.31,0,11.51,1,0.57,52.97,58.86,694,30.3,41.5,99.9,1,2,0.5,0.46,1,100,100,183,100,11,194.86,4,2.98,258028.78,4,1,0,0,0,1,5,0
MORONA_SANTIAGO,MINIMO,MINIMO,141251,0,0.191566667,0,0.384171756,0.407048224,579.3999,0,0,0,0,14,60,0.23,60.59,2.5,0,0,0,1503.66,1.6,57.09,0,0.74,54.32,85.32,1054,17.5,32.6,100,1,1,1,1,0,0,0,373,0,12,42.15,0,0,92684.62,0,0,0,0,0,0,2,3.43
MORONA_SANTIAGO,MAXIMO,MAXIMO,141251,0,0.191566667,0,0.384171756,0.407048224,579.3999,100,0,0,195,14,60,0.23,60.59,2.5,0,0,0,1503.66,1.6,57.09,1,0.74,54.32,85.32,1054,17.5,32.6,100,1,1,1,1,1,100,100,373,100,12,42.15,4,0,92684.62,4,1,0,0,0,0,2,3.43
NAPO,MINIMO,MINIMO,150950,0,-0.011333333,0,1.191364816,0.226806828,783.0177,0,0,0,0,38,215,0.18,17.87,2,0,0,0,260.41,2.06,0.14,0,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,0,0,0,269,0,0,35.75,0,0,138614.96,0,0,0,0,0,1,2,0
NAPO,MAXIMO,MAXIMO,150950,0,-0.011333333,0,1.191364816,0.226806828,783.0177,100,0,0,195,38,215,0.18,17.87,2,0,0,0,260.41,2.06,0.14,1,0.67,38.74,60.04,850,16.6,47,79.7,1,1,1,0.94,1,100,100,269,100,0,35.75,4,0,138614.96,4,1,0,0,0,1,2,0
SANTA_ELENA,MINIMO,MINIMO,240352,1.988869231,-0.072333333,0,0.293878501,0.767539137,44.1844,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65.45,0,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,0,0,0,17,0,0,8.68,0,7.55,285.84,0,0,0,0,0,2,2,0.12
SANTA_ELENA,MAXIMO,MAXIMO,240352,1.988869231,-0.072333333,0,0.293878501,0.767539137,44.1844,100,0,0,195,0,0,0,0,3,0,0,0,0,0,65.45,1,0.58,11.17,23.97,677,12.3,35,67.1,0,0,0,1,1,100,100,17,100,0,8.68,4,7.55,285.84,4,1,0,0,0,2,2,0.12
